USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  24288 14652 ?        Ss   16:07   0:04 /sbin/init
root          74  0.0  0.0      0     0 ?        S    16:07   0:00 [ksoftirqd/3]
root          76  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/3:0H-events_highpri]
root          77  0.0  0.0      0     0 ?        S    16:07   0:00 [cpuhp/5]
root          78  0.0  0.0      0     0 ?        S    16:07   0:00 [idle_inject/5]
root          79  0.0  0.0      0     0 ?        S    16:07   0:00 [migration/5]
root          80  0.0  0.0      0     0 ?        S    16:07   0:00 [ksoftirqd/5]
root          82  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/5:0H-events_highpri]
root          83  0.0  0.0      0     0 ?        S    16:07   0:00 [cpuhp/7]
root          84  0.0  0.0      0     0 ?        S    16:07   0:00 [idle_inject/7]
root          85  0.0  0.0      0     0 ?        S    16:07   0:00 [migration/7]
root          86  0.0  0.0      0     0 ?        S    16:07   0:00 [ksoftirqd/7]
root          88  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/7:0H-events_highpri]
root          89  0.0  0.0      0     0 ?        S    16:07   0:00 [cpuhp/9]
root          90  0.0  0.0      0     0 ?        S    16:07   0:00 [idle_inject/9]
root          91  0.0  0.0      0     0 ?        S    16:07   0:00 [migration/9]
root          92  0.0  0.0      0     0 ?        S    16:07   0:00 [ksoftirqd/9]
root          94  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/9:0H-events_highpri]
root          95  0.0  0.0      0     0 ?        S    16:07   0:00 [cpuhp/11]
root          96  0.0  0.0      0     0 ?        S    16:07   0:00 [idle_inject/11]
root          97  0.0  0.0      0     0 ?        S    16:07   0:00 [migration/11]
root          98  0.0  0.0      0     0 ?        S    16:07   0:00 [ksoftirqd/11]
root         100  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/11:0H-events_highpri]
root         101  0.0  0.0      0     0 ?        S    16:07   0:00 [cpuhp/13]
root         102  0.0  0.0      0     0 ?        S    16:07   0:00 [idle_inject/13]
root         103  0.0  0.0      0     0 ?        S    16:07   0:00 [migration/13]
root         104  0.0  0.0      0     0 ?        S    16:07   0:00 [ksoftirqd/13]
root         106  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/13:0H-events_highpri]
root         107  0.0  0.0      0     0 ?        S    16:07   0:00 [cpuhp/15]
root         108  0.0  0.0      0     0 ?        S    16:07   0:00 [idle_inject/15]
root         109  0.0  0.0      0     0 ?        S    16:07   0:00 [migration/15]
root         110  0.0  0.0      0     0 ?        S    16:07   0:00 [ksoftirqd/15]
root         112  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/15:0H-events_highpri]
root         113  0.1  0.0      0     0 ?        I    16:07   0:04 [kworker/u65:0-kvfree_rcu_reclaim]
root         115  0.0  0.0      0     0 ?        S    16:07   0:00 [kdevtmpfs]
root         116  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-inet_frag_wq]
root         117  0.0  0.0      0     0 ?        I    16:07   0:00 [rcu_tasks_kthread]
root         118  0.0  0.0      0     0 ?        I    16:07   0:00 [rcu_tasks_rude_kthread]
root         119  0.0  0.0      0     0 ?        I    16:07   0:00 [rcu_tasks_trace_kthread]
root         120  0.0  0.0      0     0 ?        S    16:07   0:00 [kauditd]
root         121  0.0  0.0      0     0 ?        S    16:07   0:00 [khungtaskd]
root         122  0.0  0.0      0     0 ?        S    16:07   0:00 [oom_reaper]
root         125  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-writeback]
root         126  0.0  0.0      0     0 ?        S    16:07   0:01 [kcompactd0]
root         127  0.0  0.0      0     0 ?        SN   16:07   0:00 [ksmd]
root         128  0.0  0.0      0     0 ?        SN   16:07   0:01 [khugepaged]
root         129  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-kblockd]
root         130  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-blkcg_punt_bio]
root         131  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-kintegrityd]
root         132  0.0  0.0      0     0 ?        S    16:07   0:00 [irq/9-acpi]
root         134  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-tpm_dev_wq]
root         135  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-ata_sff]
root         137  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-edac-poller]
root         138  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-devfreq_wq]
root         139  0.0  0.0      0     0 ?        S    16:07   0:00 [watchdogd]
root         140  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-quota_events_unbound]
root         141  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/0:1H-kblockd]
root         142  0.0  0.0      0     0 ?        S    16:07   0:00 [irq/25-AMD-Vi0-Evt]
root         143  0.0  0.0      0     0 ?        S    16:07   0:00 [irq/26-AMD-Vi0-PPR]
root         144  0.0  0.0      0     0 ?        S    16:07   0:00 [irq/27-AMD-Vi0-GA]
root         145  0.0  0.0      0     0 ?        S    16:07   0:00 [kswapd0]
root         146  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-kthrotld]
root         147  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/u67:0-hci0]
root         149  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-acpi_thermal_pm]
root         154  0.0  0.0      0     0 ?        S    16:07   0:00 [scsi_eh_0]
root         155  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-scsi_tmf_0]
root         156  0.0  0.0      0     0 ?        S    16:07   0:00 [scsi_eh_1]
root         157  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-scsi_tmf_1]
root         159  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-mld]
root         161  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-ipv6_addrconf]
root         162  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-kstrp]
root         163  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/11:1H-kblockd]
root         174  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-zswap-shrink]
root         211  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/12:1H-kblockd]
root         212  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/14:1H-kblockd]
root         216  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/8:1H-kblockd]
root         226  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/10:1H-kblockd]
root         227  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/15:1H-kblockd]
root         230  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/2:1H-kblockd]
root         232  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/5:1H-kblockd]
root         234  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/6:1H-kblockd]
root         235  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/4:1H-kblockd]
root         236  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/7:1H-kblockd]
root         237  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/1:1H-kblockd]
root         240  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-amdgpu-reset-dev]
root         263  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/3:1H-kblockd]
root         264  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-ttm]
root         265  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
root         266  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-amdgpu_dm_hpd_rx_offload_wq]
root         267  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-dm_vblank_control_workqueue]
root         268  0.0  0.0      0     0 ?        S    16:07   0:00 [card1-crtc0]
root         269  0.0  0.0      0     0 ?        S    16:07   0:00 [card1-crtc1]
root         270  0.0  0.0      0     0 ?        S    16:07   0:00 [card1-crtc2]
root         271  0.0  0.0      0     0 ?        S    16:07   0:00 [card1-crtc3]
root         272  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-gfx]
root         273  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-comp_1.0.0]
root         274  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-comp_1.1.0]
root         275  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-comp_1.2.0]
root         276  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-comp_1.3.0]
root         277  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-comp_1.0.1]
root         278  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-comp_1.1.1]
root         279  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-comp_1.2.1]
root         280  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-comp_1.3.1]
root         281  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-sdma0]
root         282  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-vcn_dec]
root         283  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-vcn_enc0]
root         284  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-vcn_enc1]
root         285  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-jpeg_dec]
root         310  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/13:1H-kblockd]
root         311  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/9:1H-kblockd]
root         313  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-nvme-wq]
root         314  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-nvme-reset-wq]
root         315  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-nvme-delete-wq]
root         316  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-nvme-auth-wq]
root         360  0.0  0.0      0     0 ?        S    16:07   0:02 [jbd2/nvme0n1p7-8]
root         361  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-ext4-rsv-conversion]
root         400  0.0  0.0      0     0 ?        S    16:07   0:00 [psimon]
systemd+     507  0.0  0.0  89804  7356 ?        Ssl  16:07   0:00 /usr/lib/systemd/systemd-timesyncd
root         547  0.0  0.1  65828 19496 ?        Ss   16:07   0:01 /usr/lib/systemd/systemd-journald
root         548  0.0  0.0  39796 13148 ?        Ss   16:07   0:02 /usr/lib/systemd/systemd-udevd
root         573  0.0  0.0      0     0 ?        S    16:07   0:00 [psimon]
root         741  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-asus_wireless_workqueue]
root         742  0.2  0.0      0     0 ?        S    16:07   0:11 [irq/72-ELAN1203:00]
root         743  0.0  0.0      0     0 ?        S    16:07   0:00 [nv_queue]
root         744  0.0  0.0      0     0 ?        S    16:07   0:00 [nv_queue]
root         745  0.0  0.0      0     0 ?        S    16:07   0:00 [nv_open_q]
root         754  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-cfg80211]
root         769  0.0  0.0      0     0 ?        S    16:07   0:00 [nvidia-modeset/kthread_q]
root         770  0.0  0.0      0     0 ?        S    16:07   0:00 [nvidia-modeset/deferred_close_kthread_q]
root         772  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-USBC000:00-con1]
root         777  0.0  0.0      0     0 ?        S    16:07   0:00 [UVM global queue]
root         778  0.0  0.0      0     0 ?        S    16:07   0:00 [UVM deferred release queue]
root         779  0.0  0.0      0     0 ?        S    16:07   0:00 [UVM Tools Event Queue]
root         782  0.0  0.0      0     0 ?        S    16:07   0:00 [irq/76-nvidia]
root         783  0.0  0.0      0     0 ?        S    16:07   0:00 [nvidia]
root         784  0.0  0.0      0     0 ?        S    16:07   0:00 [nv_queue]
root         796  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/u67:1-hci0]
dbus         806  0.0  0.0   9180  4860 ?        Ss   16:07   0:00 /usr/bin/dbus-broker-launch --scope system --audit
dbus         814  0.0  0.0   6316  4676 ?        S    16:07   0:01 dbus-broker --log 10 --controller 9 --machine-id 056a6cd7ddf74c4e98e75c80d8b9cc30 --max-bytes 536870912 --max-fds 4096 --max-matches 131072 --audit
root         815  0.0  0.0      0     0 ?        I<   16:07   0:00 [kworker/R-led_workqueue]
root         816  0.2  0.0      0     0 ?        S    16:07   0:12 [irq/83-rtw88_pci]
root         819  0.0  0.1 1093068 27324 ?       Ssl  16:07   0:02 /usr/bin/NetworkManager --no-daemon
avahi        822  0.0  0.0   6708  4588 ?        Ss   16:07   0:00 avahi-daemon: running [user-lap.local]
root         825  0.0  0.0  10396  5824 ?        Ss   16:07   0:00 /usr/lib/bluetooth/bluetoothd
polkitd      829  0.0  0.0 388324 10908 ?        Ssl  16:07   0:01 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
root         836  0.0  0.0  16880  8700 ?        Ss   16:07   0:00 /usr/lib/systemd/systemd-logind
avahi        861  0.0  0.0   6708  1512 ?        S    16:07   0:00 avahi-daemon: chroot helper
root         891  0.0  0.0 317688 12588 ?        Ssl  16:07   0:00 /usr/bin/ModemManager
root        1267  0.0  0.0  17076 10964 ?        Ss   16:07   0:00 /usr/bin/wpa_supplicant -u -s -O /run/wpa_supplicant
root        1280  0.0  0.0   9328  5048 ?        Ss   16:07   0:00 /usr/sbin/crond -n
root        1281  0.0  0.0 379480  7208 ?        SLsl 16:07   0:00 /usr/bin/lightdm
root        1286  0.2  0.4 2785156 66292 ?       Ssl  16:07   0:11 /usr/bin/containerd
root        1293  6.4  0.9 26669664 152696 tty7  Ssl+ 16:07   4:31 /usr/lib/Xorg :0 -seat seat0 -auth /run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
root        1294  0.0  0.0 312004  7628 ?        Ssl  16:07   0:00 /usr/lib/accounts-daemon
root        1347  0.0  0.0      0     0 ?        S    16:07   0:00 [nvidia-drm/timeline-d3]
root        1610  0.0  0.0 174412 11568 ?        Sl   16:07   0:00 lightdm --session-child 13 20
root        1699  0.4  0.6 3636076 96992 ?       Ssl  16:07   0:19 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
ollama      1700  0.0  0.2 2087624 39684 ?       Ssl  16:07   0:00 /usr/local/bin/ollama serve
user        2065  0.0  0.0  22192 12712 ?        Ss   16:07   0:01 /usr/lib/systemd/systemd --user
user        2085  0.0  0.0  23104  4204 ?        S    16:07   0:00 (sd-pam)
root        2104  0.0  0.0 1270060 15300 ?       Sl   16:07   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 11cd4235f8cf25d08cc4ce330222e7f249e736e09ebbec3b2deec2f52aa9388a -address /run/containerd/containerd.sock
root        2106  0.0  0.0 1270060 15396 ?       Sl   16:07   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id f8ff910240e2f91be917103b1ea374a1f09c895d9d0a5af04d1f4a0fe3026a3a -address /run/containerd/containerd.sock
root        2151  0.8  0.0  17588 10504 ?        Ss   16:07   0:36 /sbin/init
root        2154  0.0  0.1 729840 24732 ?        Ssl  16:07   0:00 registry serve /etc/docker/registry/config.yml
root        2228  0.0  0.0 1672972 8456 ?        Sl   16:07   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 127.0.0.1 -host-port 34097 -container-ip 172.18.0.2 -container-port 6443 -use-listen-fd
root        2273  0.0  0.0 1738580 8412 ?        Sl   16:07   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 127.0.0.1 -host-port 37825 -container-ip 172.18.0.3 -container-port 5000 -use-listen-fd
user        2315  0.0  0.0 184964 11628 ?        SLsl 16:07   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
user        2342  0.0  0.0   8160  3968 ?        Ss   16:07   0:00 /usr/bin/dbus-broker-launch --scope user
user        2343  0.0  0.0   5424  3760 ?        S    16:07   0:00 dbus-broker --log 11 --controller 10 --machine-id 056a6cd7ddf74c4e98e75c80d8b9cc30 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
user        2354  0.0  0.2 868396 41200 ?        Ssl  16:07   0:04 xfce4-session
user        2475  0.0  0.0 328012 12344 ?        Ssl  16:07   0:00 /usr/lib/gvfsd
user        2501  0.0  0.0 399296  6628 ?        Sl   16:07   0:00 /usr/lib/gvfsd-fuse /run/user/1000/gvfs -f
user        2525  0.0  0.0 380976  7904 ?        Ssl  16:07   0:00 /usr/lib/at-spi-bus-launcher
user        2545  0.0  0.0   8160  3860 ?        S    16:07   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
user        2547  0.0  0.0   4444  2744 ?        S    16:07   0:00 dbus-broker --log 10 --controller 9 --machine-id 056a6cd7ddf74c4e98e75c80d8b9cc30 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
user        2575  0.0  0.0 168312  7668 ?        Ssl  16:07   0:01 /usr/lib/at-spi2-registryd --use-gnome-session
user        2600  0.0  0.0   8840  1728 ?        Ss   16:07   0:00 /usr/bin/ssh-agent -s
user        2617  0.0  0.0 157948  5220 ?        SLs  16:07   0:00 /usr/bin/gpg-agent --supervised
user        2619  2.7  0.7 3241848 117428 ?      Sl   16:07   1:53 xfwm4 --display :0.0 --sm-client-id 2f670323d-a762-43c6-bd61-c842e8e3f8ed
user        2660  2.5  0.2 1604400 41556 ?       S<sl 16:07   1:48 /usr/bin/pulseaudio --daemonize=no --log-target=journal
rtkit       2661  0.0  0.0  21888  3412 ?        SNsl 16:07   0:00 /usr/lib/rtkit-daemon
user        2665  0.0  0.0 163696  5784 ?        Ssl  16:07   0:00 /usr/lib/dconf-service
user        2670  0.1  0.5 1979596 79772 ?       Sl   16:07   0:07 xfce4-panel --display :0.0 --sm-client-id 2c000506f-9063-4926-97a2-b4fc3a1b8196
user        2676  0.3  0.5 2103592 81048 ?       Sl   16:07   0:16 xfdesktop --display :0.0 --sm-client-id 24017a27e-a167-4e64-9591-7aaa63210a2a
user        2681  0.0  0.3 1883408 56116 ?       Sl   16:07   0:02 /usr/lib/xfce4/panel/wrapper-2.0 /usr/lib/xfce4/panel/plugins/libwhiskermenu.so 8 16777223 whiskermenu Whisker Menu Show a menu to easily access installed applications
user        2683  0.0  0.3 2015424 54092 ?       Sl   16:07   0:03 /usr/lib/xfce4/panel/wrapper-2.0 /usr/lib/xfce4/panel/plugins/libsystray.so 6 16777225 systray Status Tray Plugin Provides status notifier items (application indicators) and legacy systray items
user        2684  0.0  0.3 2022156 49688 ?       Sl   16:07   0:00 /usr/lib/xfce4/panel/wrapper-2.0 /usr/lib/xfce4/panel/plugins/libpulseaudio-plugin.so 9 16777226 pulseaudio PulseAudio Plugin Adjust the audio volume of the PulseAudio sound system
user        2692  0.0  0.2 1883500 47128 ?       Sl   16:07   0:00 /usr/lib/xfce4/panel/wrapper-2.0 /usr/lib/xfce4/panel/plugins/libactions.so 2 16777227 actions Action Buttons Log out, lock or other system actions
user        2721  0.0  0.2 534824 36112 ?        Ssl  16:07   0:00 /usr/lib/xfce4/notifyd/xfce4-notifyd
user        2746  0.0  0.0 170612  8992 ?        Ssl  16:07   0:01 /usr/lib/gvfsd-metadata
user        2808  0.0  0.0 247740  8040 ?        Sl   16:07   0:00 /usr/lib/pulse/gsettings-helper
root        2815  0.0  0.0 321204 13572 ?        Ssl  16:07   0:03 /usr/lib/upowerd
root        2816  0.0  0.0      0     0 ?        S<   16:07   0:00 [krfcommd]
user        2897  0.1  0.3 1882820 54240 ?       Sl   16:07   0:04 xfce4-power-manager --restart --sm-client-id 2248e4f84-fa74-4b62-b503-261312e5704e
user        2899  0.0  0.3 523332 54928 ?        Sl   16:07   0:03 msm_notifier -session 2eb547e50-d429-4b68-93ed-9dba2e2cf176_1775734885_593246
user        2905 16.4  4.7 12571444 752640 ?     Sl   16:07  11:27 /usr/lib/firefox/firefox --sm-client-id 23be141e3-2a2a-4fd2-83f9-2668806d455f
user        2947  0.1  0.3 1959820 61472 ?       Ssl  16:07   0:04 /usr/bin/Thunar --daemon
user        3038  0.0  0.1 699148 18204 ?        Ssl  16:07   0:00 /usr/lib/xdg-desktop-portal
user        3041  0.0  0.0 150920  3196 ?        Sl   16:07   0:00 /usr/lib/firefox/crashhelper 2905 9 /tmp/ 11
user        3054  0.0  0.0 308332  5628 ?        Ssl  16:07   0:00 /usr/lib/xdg-permission-store
user        3058  0.0  0.0 549580 13756 ?        Sl   16:07   0:00 /usr/lib/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
user        3073  0.0  0.0 541808  6864 ?        Ssl  16:07   0:00 /usr/lib/xdg-document-portal
root        3089  0.0  0.0   2580  1956 ?        Ss   16:07   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
user        3097  0.0  0.2 534084 34816 ?        Ssl  16:07   0:00 /usr/lib/xdg-desktop-portal-gtk
user        3100  0.0  0.1 436316 16044 ?        Ssl  16:07   0:00 /usr/lib/gvfs-udisks2-volume-monitor
root        3117  0.0  0.0 477172 13776 ?        Ssl  16:07   0:00 /usr/lib/udisks2/udisksd
user        3143  0.0  0.0  97376  6072 ?        S<sl 16:07   0:00 /usr/bin/pipewire
user        3259  0.0  0.3 1819968 51496 ?       Sl   16:07   0:01 xfce4-notes
user        3263  0.0  0.0 390380  7628 ?        Ssl  16:07   0:00 /usr/lib/gvfs-afc-volume-monitor
user        3265  0.0  0.0  12524  1852 ?        Ssl  16:07   0:00 xcape -e Super_L Alt_L F1
user        3268  0.0  0.4 1979880 77828 ?       Sl   16:07   0:02 python3 /usr/share/slimbookbattery/src/slimbookbatteryindicator.py
user        3270  0.0  0.2 320700 34388 ?        Sl   16:07   0:00 /usr/lib/polkit-gnome/polkit-gnome-authentication-agent-1
user        3278  0.0  0.3 2179348 59112 ?       Sl   16:07   0:02 nm-applet
user        3281  0.0  0.3 1840512 55096 ?       Sl   16:07   0:01 pamac-tray
user        3290  0.0  0.0 308984  6356 ?        Ssl  16:07   0:00 /usr/lib/gvfs-mtp-volume-monitor
user        3292  0.0  0.2 734864 36276 ?        SNl  16:07   0:01 /usr/lib/localsearch-3
user        3295  0.0  0.0 316428  7320 ?        Sl   16:07   0:00 /usr/lib/geoclue-2.0/demos/agent
user        3309  0.0  0.4 916184 67924 ?        Sl   16:07   0:01 /usr/bin/python /usr/bin/blueman-applet
user        3316  0.0  0.0 725492  8992 ?        Sl   16:07   0:00 xiccd
colord      3333  0.0  0.0 318880 14836 ?        Ssl  16:07   0:00 /usr/lib/colord
